4K频道,#genre#
浙江卫视,http://192.168.100.1:50101/TVOD/5000000004000007275/FifastbLive/index.m3u8$8M1080_百视通
浙江卫视,http://192.168.100.1:50101/TVOD/6000000001000032070/FifastbLive/index.m3u8$8M1080_华数
浙江卫视,http://192.168.100.1:50101/TVOD/1000000001000014260/FifastbLive/index.m3u8$8M1080_易视腾
浙江卫视,http://192.168.100.1:50101/TVOD/1000000005000265031/FifastbLive/index.m3u8$5.5M1080HEVC_易视腾
浙江卫视,http://192.168.100.1:50101/TVOD/5000000010000017320/FifastbLive/index.m3u8$4M1080_百视通
浙江卫视,http://192.168.100.1:50101/TVOD/1000000001000009806/FifastbLive/index.m3u8$4M1080_易视腾
重庆卫视,http://192.168.100.1:50101/TVOD/1000000001000001096/FifastbLive/index.m3u8$8M1080_易视腾
重庆卫视,http://192.168.100.1:50101/TVOD/5000000004000025797/FifastbLive/index.m3u8$6.8M1080_百视通
重庆卫视,http://192.168.100.1:50101/TVOD/1000000005000265017/FifastbLive/index.m3u8$5.5M1080HEVC_易视腾
重庆卫视,http://192.168.100.1:50101/TVOD/1000000002000018937/FifastbLive/index.m3u8$4M1080_易视腾
中国教育1,http://192.168.100.1:50101/TVOD/5000000002000002652/FifastbLive/index.m3u8$4M1080_百视通
中国教育1,http://192.168.100.1:50101/TVOD/1000000002000027253/FifastbLive/index.m3u8$4M576_易视腾
中国教育1,http://192.168.100.1:50101/TVOD/6000000003000018981/FifastbLive/index.m3u8$1.8M576_华数
高清娱乐,http://192.168.100.1:50101/TVOD/2000000004000000013/FifastbLive/index.m3u8$2.5M720_湖南bblive
高清娱乐,http://192.168.100.1:50101/TVOD/6000000003000001569/FifastbLive/index.m3u8$2.5M720_华数
黑莓电影,http://192.168.100.1:50101/TVOD/2000000003000000001/FifastbLive/index.m3u8$4M1080_湖南bblive
黑莓电影,http://192.168.100.1:50101/TVOD/1000000004000019624/FifastbLive/index.m3u8$4M1080_易视腾
黑莓动画,http://192.168.100.1:50101/TVOD/2000000003000000002/FifastbLive/index.m3u8$4M1080_湖南bblive
黑莓动画,http://192.168.100.1:50101/TVOD/1000000004000021734/FifastbLive/index.m3u8$4M1080_易视腾
精彩影视,http://192.168.100.1:50101/TVOD/2000000004000000063/FifastbLive/index.m3u8$7.2M1080_湖南bblive
精彩影视,http://192.168.100.1:50101/TVOD/6000000006000320630/FifastbLive/index.m3u8$6.5M1080_华数
CGTN频道,#genre#
CGTN记录,http://192.168.100.1:50101/TVOD/7114647837765104058/FifastbLive/index.m3u8$8M1080_湖南bblive
HOT频道,#genre#
Hot欧美影院,http://192.168.100.1:50101/TVOD/2000000004000000005/FifastbLive/index.m3u8$2.5M720_湖南bblive
Hot欧美影院,http://192.168.100.1:50101/TVOD/7185203501769528108/FifastbLive/index.m3u8$2.5M720_华数
Hot亚洲影院,http://192.168.100.1:50101/TVOD/2000000004000000006/FifastbLive/index.m3u8$2.5M720_湖南bblive
Hot亚洲影院,http://192.168.100.1:50101/TVOD/5841816227539527643/FifastbLive/index.m3u8$2.5M720_华数
NewTV频道,#genre#
NewTV超级电视剧,http://192.168.100.1:50101/TVOD/1000000006000268003/FifastbLive/index.m3u8$8M1080_易视腾
NewTV超级电视剧,http://192.168.100.1:50101/TVOD/2000000003000000032/FifastbLive/index.m3u8$4M1080_湖南bblive
NewTV超级电视剧,http://192.168.100.1:50101/TVOD/1000000001000008139/FifastbLive/index.m3u8$4M1080_易视腾
NewTV超级电视剧,http://192.168.100.1:50101/TVOD/1000000004000024993/FifastbLive/index.m3u8$4M1080_易视腾
NewTV超级电影,http://192.168.100.1:50101/TVOD/1000000003000012426/FifastbLive/index.m3u8$8M1080_易视腾
NewTV超级电影,http://192.168.100.1:50101/TVOD/2000000003000000031/FifastbLive/index.m3u8$4M1080_湖南bblive
NewTV超级电影,http://192.168.100.1:50101/TVOD/1000000001000012884/FifastbLive/index.m3u8$4M1080_易视腾
NewTV超级电影,http://192.168.100.1:50101/TVOD/1000000004000002120/FifastbLive/index.m3u8$4M1080_易视腾
NewTV超级体育,http://192.168.100.1:50101/TVOD/1000000001000009601/FifastbLive/index.m3u8$8M1080_易视腾
NewTV超级体育,http://192.168.100.1:50101/TVOD/2000000003000000030/FifastbLive/index.m3u8$4M1080_湖南bblive
NewTV超级体育,http://192.168.100.1:50101/TVOD/1000000001000009204/FifastbLive/index.m3u8$4M1080_易视腾
NewTV超级体育,http://192.168.100.1:50101/TVOD/1000000004000007755/FifastbLive/index.m3u8$4M1080_易视腾
NewTV超级综艺,http://192.168.100.1:50101/TVOD/1000000006000268002/FifastbLive/index.m3u8$8M1080_易视腾
NewTV超级综艺,http://192.168.100.1:50101/TVOD/2000000003000000029/FifastbLive/index.m3u8$4M1080_湖南bblive
NewTV超级综艺,http://192.168.100.1:50101/TVOD/1000000001000025771/FifastbLive/index.m3u8$4M1080_易视腾
NewTV超级综艺,http://192.168.100.1:50101/TVOD/1000000004000023658/FifastbLive/index.m3u8$4M1080_易视腾
NewTV动作电影,http://192.168.100.1:50101/TVOD/2000000003000000017/FifastbLive/index.m3u8$4M1080_湖南bblive
NewTV动作电影,http://192.168.100.1:50101/TVOD/1000000004000018653/FifastbLive/index.m3u8$4M1080_易视腾
NewTV古装剧场,http://192.168.100.1:50101/TVOD/2000000003000000024/FifastbLive/index.m3u8$4M1080_湖南bblive
NewTV家庭剧场,http://192.168.100.1:50101/TVOD/2000000003000000012/FifastbLive/index.m3u8$4M1080_湖南bblive
NewTV家庭剧场,http://192.168.100.1:50101/TVOD/1000000004000008284/FifastbLive/index.m3u8$4M1080_易视腾
NewTV惊悚悬疑,http://192.168.100.1:50101/TVOD/2000000003000000015/FifastbLive/index.m3u8$4M1080_湖南bblive
NewTV惊悚悬疑,http://192.168.100.1:50101/TVOD/1000000004000024282/FifastbLive/index.m3u8$4M1080_易视腾
NewTV精品大剧,http://192.168.100.1:50101/TVOD/2000000003000000020/FifastbLive/index.m3u8$4M1080_湖南bblive
NewTV精品大剧,http://192.168.100.1:50101/TVOD/1000000004000013968/FifastbLive/index.m3u8$4M1080_易视腾
NewTV精品体育,http://192.168.100.1:50101/TVOD/2000000003000000021/FifastbLive/index.m3u8$4M1080_湖南bblive
NewTV精品体育,http://192.168.100.1:50101/TVOD/1000000004000014634/FifastbLive/index.m3u8$4M1080_易视腾
NewTV精品综合,http://192.168.100.1:50101/TVOD/2000000003000000008/FifastbLive/index.m3u8$4M1080_湖南bblive
NewTV精品综合,http://192.168.100.1:50101/TVOD/1000000004000019008/FifastbLive/index.m3u8$4M1080_易视腾
NewTV魅力潇湘,http://192.168.100.1:50101/TVOD/2000000003000000041/FifastbLive/index.m3u8$4M1080_湖南bblive
NewTV魅力潇湘,http://192.168.100.1:50101/TVOD/1000000001000006197/FifastbLive/index.m3u8$4M1080_易视腾
NewTV魅力潇湘,http://192.168.100.1:50101/TVOD/1000000005000266014/FifastbLive/index.m3u8$4M1080_易视腾
NewTV明星大片,http://192.168.100.1:50101/TVOD/2000000003000000016/FifastbLive/index.m3u8$4M1080_湖南bblive
NewTV炫舞未来,http://192.168.100.1:50101/TVOD/2000000003000000044/FifastbLive/index.m3u8$4M1080_湖南bblive
NewTV炫舞未来,http://192.168.100.1:50101/TVOD/1000000001000000515/FifastbLive/index.m3u8$4M1080_易视腾
NewTV怡伴健康,http://192.168.100.1:50101/TVOD/2000000003000000023/FifastbLive/index.m3u8$4M1080_湖南bblive
NewTV怡伴健康,http://192.168.100.1:50101/TVOD/1000000005000266011/FifastbLive/index.m3u8$4M1080_易视腾
NewTV中国功夫,http://192.168.100.1:50101/TVOD/2000000003000000009/FifastbLive/index.m3u8$4M1080_湖南bblive
SiTV频道,#genre#
SiTV动漫秀场,http://192.168.100.1:50101/TVOD/5000000011000031113/FifastbLive/index.m3u8$7M1080_百视通
SiTV动漫秀场,http://192.168.100.1:50101/TVOD/5000000002000023636/FifastbLive/index.m3u8$4M1080_百视通
SiTV动漫秀场,http://192.168.100.1:50101/TVOD/2000000002000000009/FifastbLive/index.m3u8$2.5M576_湖南bblive
SiTV都市剧场,http://192.168.100.1:50101/TVOD/5000000011000031111/FifastbLive/index.m3u8$7M1080_百视通
SiTV都市剧场,http://192.168.100.1:50101/TVOD/5000000002000004412/FifastbLive/index.m3u8$4M1080_百视通
SiTV都市剧场,http://192.168.100.1:50101/TVOD/2000000002000000015/FifastbLive/index.m3u8$2.5M576_湖南bblive
SiTV劲爆体育,http://192.168.100.1:50101/TVOD/5000000002000029972/FifastbLive/index.m3u8$4M1080_百视通
SiTV劲爆体育,http://192.168.100.1:50101/TVOD/2000000002000000008/FifastbLive/index.m3u8$1.2M540_湖南bblive
SiTV乐游,http://192.168.100.1:50101/TVOD/5000000011000031112/FifastbLive/index.m3u8$7M1080_百视通
SiTV乐游,http://192.168.100.1:50101/TVOD/2000000002000000092/FifastbLive/index.m3u8$7M1080_湖南bblive
SiTV乐游,http://192.168.100.1:50101/TVOD/5000000006000040025/FifastbLive/index.m3u8$4M1080_百视通
SiTV乐游,http://192.168.100.1:50101/TVOD/2000000002000000059/FifastbLive/index.m3u8$1.2M576_湖南bblive
SiTV魅力足球,http://192.168.100.1:50101/TVOD/5000000011000031207/FifastbLive/index.m3u8$7M1080_百视通
SiTV魅力足球,http://192.168.100.1:50101/TVOD/2000000002000000068/FifastbLive/index.m3u8$7M1080_湖南bblive
SiTV生活时尚,http://192.168.100.1:50101/TVOD/5000000002000019634/FifastbLive/index.m3u8$4M1080_百视通
SiTV生活时尚,http://192.168.100.1:50101/TVOD/2000000002000000006/FifastbLive/index.m3u8$2.5M720_湖南bblive
SiTV游戏风云,http://192.168.100.1:50101/TVOD/5000000011000031114/FifastbLive/index.m3u8$7M1080_百视通
SiTV游戏风云,http://192.168.100.1:50101/TVOD/5000000002000027005/FifastbLive/index.m3u8$4M1080_百视通
SiTV游戏风云,http://192.168.100.1:50101/TVOD/2000000002000000011/FifastbLive/index.m3u8$2.5M576_湖南bblive
iHOT频道,#genre#
爱科幻,http://192.168.100.1:50101/TVOD/6000000006000020630/FifastbLive/index.m3u8$7.2M1080_华数
爱科幻,http://192.168.100.1:50101/TVOD/2000000004000000033/FifastbLive/index.m3u8$6.8M1080_湖南bblive
爱赛车,http://192.168.100.1:50101/TVOD/6000000006000240630/FifastbLive/index.m3u8$7.2M1080_华数
爱赛车,http://192.168.100.1:50101/TVOD/2000000004000000055/FifastbLive/index.m3u8$6.8M1080_湖南bblive
爱喜剧,http://192.168.100.1:50101/TVOD/6000000006000010630/FifastbLive/index.m3u8$7.2M1080_华数
爱喜剧,http://192.168.100.1:50101/TVOD/2000000004000000032/FifastbLive/index.m3u8$6.8M1080_湖南bblive
爱院线,http://192.168.100.1:50101/TVOD/6000000006000030630/FifastbLive/index.m3u8$7.2M1080_华数
爱院线,http://192.168.100.1:50101/TVOD/2000000004000000034/FifastbLive/index.m3u8$6.8M1080_湖南bblive
百视通频道,#genre#
全球大片,http://192.168.100.1:50101/TVOD/5000000011000288009/FifastbLive/index.m3u8
电竞天堂,http://192.168.100.1:50101/TVOD/5000000011000288003/FifastbLive/index.m3u8
百视通,http://192.168.100.1:50101/TVOD/5000000001000001116/FifastbLive/index.m3u8$4M1080_百视通
百视通,http://192.168.100.1:50101/TVOD/5000000001000002898/FifastbLive/index.m3u8$4M1080_百视通
百视通,http://192.168.100.1:50101/TVOD/5000000001000004876/FifastbLive/index.m3u8$4M1080_百视通
百视通,http://192.168.100.1:50101/TVOD/5000000001000004953/FifastbLive/index.m3u8$4M1080_百视通
百视通,http://192.168.100.1:50101/TVOD/5000000001000006777/FifastbLive/index.m3u8$4M1080_百视通
百视通,http://192.168.100.1:50101/TVOD/5000000001000017342/FifastbLive/index.m3u8$4M1080_百视通
百视通,http://192.168.100.1:50101/TVOD/5000000001000018009/FifastbLive/index.m3u8$4M1080_百视通
百视通,http://192.168.100.1:50101/TVOD/5000000001000019233/FifastbLive/index.m3u8$4M1080_百视通
百视通,http://192.168.100.1:50101/TVOD/5000000001000022620/FifastbLive/index.m3u8$4M1080_百视通
百视通,http://192.168.100.1:50101/TVOD/5000000001000023256/FifastbLive/index.m3u8$4M1080_百视通
百视通,http://192.168.100.1:50101/TVOD/5000000001000026930/FifastbLive/index.m3u8$4M1080_百视通
百视通,http://192.168.100.1:50101/TVOD/2000000002000000050/FifastbLive/index.m3u8$2.5M720_湖南bblive
百视通,http://192.168.100.1:50101/TVOD/2000000002000000052/FifastbLive/index.m3u8$2.5M720_湖南bblive
百视通,http://192.168.100.1:50101/TVOD/2000000002000000024/FifastbLive/index.m3u8$1.2M576_湖南bblive
百视通,http://192.168.100.1:50101/TVOD/2000000002000000025/FifastbLive/index.m3u8$1.2M576_湖南bblive
百视通,http://192.168.100.1:50101/TVOD/2000000002000000026/FifastbLive/index.m3u8$1.2M576_湖南bblive
百视通,http://192.168.100.1:50101/TVOD/2000000002000000027/FifastbLive/index.m3u8$1.2M576_湖南bblive
百视通,http://192.168.100.1:50101/TVOD/2000000002000000028/FifastbLive/index.m3u8$1.2M576_湖南bblive
百视通,http://192.168.100.1:50101/TVOD/2000000002000000029/FifastbLive/index.m3u8$1.2M576_湖南bblive
百视通,http://192.168.100.1:50101/TVOD/2000000002000000030/FifastbLive/index.m3u8$1.2M576_湖南bblive
百视通,http://192.168.100.1:50101/TVOD/2000000002000000049/FifastbLive/index.m3u8$1.2M576_湖南bblive
百视通,http://192.168.100.1:50101/TVOD/2000000002000000051/FifastbLive/index.m3u8$1.2M576_湖南bblive
咪咕频道,#genre#
咪咕全民热练,http://192.168.100.1:50101/TVOD/2000000003000000068/FifastbLive/index.m3u8$8M1080_湖南bblive
咪咕全民热练,http://192.168.100.1:50101/TVOD/1000000006000270007/FifastbLive/index.m3u8$8M1080_易视腾
咪咕视频,http://192.168.100.1:50101/TVOD/3000000020000011528/FifastbLive/index.m3u8$8M1080_咪视通
咪咕视频,http://192.168.100.1:50101/TVOD/3000000020000011529/FifastbLive/index.m3u8$8M1080_咪视通
咪咕视频,http://192.168.100.1:50101/TVOD/3000000020000011530/FifastbLive/index.m3u8$8M1080_咪视通
咪咕视频,http://192.168.100.1:50101/TVOD/3000000020000011531/FifastbLive/index.m3u8$8M1080_咪视通
咪咕视频,http://192.168.100.1:50101/TVOD/2000000003000000060/FifastbLive/index.m3u8$8M1080_湖南bblive
咪咕视频,http://192.168.100.1:50101/TVOD/2000000003000000061/FifastbLive/index.m3u8$8M1080_湖南bblive
咪咕视频,http://192.168.100.1:50101/TVOD/2000000003000000062/FifastbLive/index.m3u8$8M1080_湖南bblive
咪咕视频,http://192.168.100.1:50101/TVOD/2000000003000000063/FifastbLive/index.m3u8$8M1080_湖南bblive
咪咕视频,http://192.168.100.1:50101/TVOD/2000000003000000064/FifastbLive/index.m3u8$8M1080_湖南bblive
咪咕视频,http://192.168.100.1:50101/TVOD/2000000003000000065/FifastbLive/index.m3u8$8M1080_湖南bblive
咪咕视频,http://192.168.100.1:50101/TVOD/1000000006000270001/FifastbLive/index.m3u8$8M1080_易视腾
咪咕视频,http://192.168.100.1:50101/TVOD/1000000006000270002/FifastbLive/index.m3u8$8M1080_易视腾
咪咕视频,http://192.168.100.1:50101/TVOD/1000000006000270003/FifastbLive/index.m3u8$8M1080_易视腾
咪咕视频,http://192.168.100.1:50101/TVOD/1000000006000270004/FifastbLive/index.m3u8$8M1080_易视腾
咪咕视频,http://192.168.100.1:50101/TVOD/1000000006000270005/FifastbLive/index.m3u8$8M1080_易视腾
咪咕视频,http://192.168.100.1:50101/TVOD/1000000006000270006/FifastbLive/index.m3u8$8M1080_易视腾
咪咕视频,http://192.168.100.1:50101/TVOD/3000000010000000097/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.100.1:50101/TVOD/3000000010000002019/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.100.1:50101/TVOD/3000000010000002809/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.100.1:50101/TVOD/3000000010000003915/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.100.1:50101/TVOD/3000000010000004193/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.100.1:50101/TVOD/3000000010000006077/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.100.1:50101/TVOD/3000000010000006658/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.100.1:50101/TVOD/3000000010000009788/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.100.1:50101/TVOD/3000000010000010833/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.100.1:50101/TVOD/3000000010000011297/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.100.1:50101/TVOD/3000000010000011518/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.100.1:50101/TVOD/3000000010000012558/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.100.1:50101/TVOD/3000000010000012616/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.100.1:50101/TVOD/3000000010000015470/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.100.1:50101/TVOD/3000000010000015560/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.100.1:50101/TVOD/3000000010000017678/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.100.1:50101/TVOD/3000000010000019839/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.100.1:50101/TVOD/3000000010000021904/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.100.1:50101/TVOD/3000000010000023434/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.100.1:50101/TVOD/3000000010000025380/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.100.1:50101/TVOD/3000000010000027691/FifastbLive/index.m3u8$5M1080_咪视通
咪咕视频,http://192.168.100.1:50101/TVOD/3000000010000031669/FifastbLive/index.m3u8$5M1080_咪视通
求索频道,#genre#
求索动物,http://192.168.100.1:50101/TVOD/6000000002000010046/FifastbLive/index.m3u8$8M1080_华数
求索动物,http://192.168.100.1:50101/TVOD/2000000004000000009/FifastbLive/index.m3u8$7.5M1080_湖南bblive
求索纪录,http://192.168.100.1:50101/TVOD/6000000002000032052/FifastbLive/index.m3u8$8M1080_华数
求索纪录,http://192.168.100.1:50101/TVOD/2000000004000000010/FifastbLive/index.m3u8$7.5M1080_湖南bblive
求索科学,http://192.168.100.1:50101/TVOD/6000000002000032344/FifastbLive/index.m3u8$8M1080_华数
求索科学,http://192.168.100.1:50101/TVOD/2000000004000000011/FifastbLive/index.m3u8$7.5M1080_湖南bblive
求索生活,http://192.168.100.1:50101/TVOD/6000000002000003382/FifastbLive/index.m3u8$8M1080_华数
求索生活,http://192.168.100.1:50101/TVOD/2000000004000000008/FifastbLive/index.m3u8$7.5M1080_湖南bblive
湖南频道,#genre#
湖南卫视,http://192.168.100.1:50101/TVOD/5000000004000006692/FifastbLive/index.m3u8$8M1080_百视通
湖南卫视,http://192.168.100.1:50101/TVOD/6000000001000018044/FifastbLive/index.m3u8$8M1080_华数
湖南卫视,http://192.168.100.1:50101/TVOD/1000000001000032695/FifastbLive/index.m3u8$8M1080_易视腾
湖南卫视,http://192.168.100.1:50101/TVOD/1000000005000265024/FifastbLive/index.m3u8$5.5M1080HEVC_易视腾
湖南卫视,http://192.168.100.1:50101/TVOD/5000000010000030452/FifastbLive/index.m3u8$4M1080_百视通
湖南卫视,http://192.168.100.1:50101/TVOD/1000000001000009115/FifastbLive/index.m3u8$4M1080_易视腾
湖南金鹰纪实,http://192.168.100.1:50101/TVOD/5000000011000031203/FifastbLive/index.m3u8$6.8M1080_百视通
湖南金鹰纪实,http://192.168.100.1:50101/TVOD/1000000002000011724/FifastbLive/index.m3u8$4M576_易视腾
湖南快乐垂钓,http://192.168.100.1:50101/TVOD/5000000011000031206/FifastbLive/index.m3u8$6.8M1080_百视通
湖南快乐垂钓,http://192.168.100.1:50101/TVOD/2000000002000000067/FifastbLive/index.m3u8$6.8M1080_湖南bblive
